1536,19,22984,CLIENTE 3,448750507023,636046,20231013,3,"R$ 45.521,15",1704,CDC PESSOA JURIDICA,3,CRÉDITO DIRETO AO CONSUMIDOR,396978,2,Original,0,20221113,"R$ 56.846,65","R$ 55.541,90","R$ 38.328,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 150.716,79",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1536,19,22984,CLIENTE 3,448750507023,636046,20231013,3,"R$ 45.521,15",1704,CDC PESSOA JURIDICA,3,CRÉDITO DIRETO AO CONSUMIDOR,396978,3,Original,0,20240314,"R$ 83.115,55","R$ 32.144,00","R$ 63.088,13","R$ 0,00","R$ 0,00","R$ 0,00","R$ 178.347,68",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1536,19,22984,CLIENTE 3,448750507023,636046,20231013,3,"R$ 45.521,15",1704,CDC PESSOA JURIDICA,3,CRÉDITO DIRETO AO CONSUMIDOR,396978,4,Original,0,20230217,"R$ 81.565,13","R$ 68.893,21","R$ 85.232,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 235.690,86",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
458,44,91342,CLIENTE 4,352869205024,702186,20230509,3,"R$ 87.737,91",826,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,726379,2,Original,0,20240917,"R$ 87.390,74","R$ 74.254,13","R$ 29.020,67","R$ 0,00","R$ 0,00","R$ 0,00","R$ 190.665,54",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa está aplicada corretamente.
458,44,91342,CLIENTE 4,352869205024,702186,20230509,3,"R$ 87.737,91",826,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,726379,3,Original,0,20241114,"R$ 93.005,63","R$ 8.499,78","R$ 38.610,60","R$ 0,00","R$ 0,00","R$ 0,00","R$ 140.116,01",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa está aplicada corretamente.
458,44,91342,CLIENTE 4,352869205024,702186,20230509,3,"R$ 87.737,91",826,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,726379,4,Original,0,20241025,"R$ 20.672,31","R$ 81.410,23","R$ 11.767,55","R$ 0,00","R$ 0,00","R$ 0,00","R$ 113.850,09",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa está aplicada corretamente.
1542,31,54296,CLIENTE 5,100928909639,287837,20220920,7,"R$ 49.556,23",1412,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,132554,2,Original,0,20220204,"R$ 96.790,30","R$ 57.650,89","R$ 12.174,66","R$ 0,00","R$ 0,00","R$ 0,00","R$ 166.615,85",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1542,31,54296,CLIENTE 5,100928909639,287837,20220920,7,"R$ 49.556,23",1412,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,132554,3,Original,0,20220703,"R$ 64.563,78","R$ 13.485,95","R$ 88.080,69","R$ 0,00","R$ 0,00","R$ 0,00","R$ 166.130,42",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1542,31,54296,CLIENTE 5,100928909639,287837,20220920,7,"R$ 49.556,23",1412,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,132554,4,Original,0,20240323,"R$ 87.727,71","R$ 14.437,20","R$ 90.223,16","R$ 0,00","R$ 0,00","R$ 0,00","R$ 192.388,07",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1542,31,54296,CLIENTE 5,100928909639,287837,20220920,7,"R$ 49.556,23",1412,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,132554,5,Original,0,20231216,"R$ 19.759,75","R$ 49.119,06","R$ 61.920,65","R$ 0,00","R$ 0,00","R$ 0,00","R$ 130.799,46",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa não está aplicada corretamente.
1542,31,54296,CLIENTE 5,100928909639,287837,20220920,7,"R$ 49.556,23",1412,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,132554,6,Original,0,20230207,"R$ 31.472,96","R$ 90.235,96","R$ 72.897,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 194.606,16",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1542,31,54296,CLIENTE 5,100928909639,287837,20220920,7,"R$ 49.556,23",1412,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,132554,7,Original,0,20230717,"R$ 30.657,65","R$ 88.970,62","R$ 48.836,56","R$ 0,00","R$ 0,00","R$ 0,00","R$ 168.464,83",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1542,31,54296,CLIENTE 5,100928909639,287837,20220920,7,"R$ 49.556,23",1412,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,132554,8,Original,0,20240602,"R$ 32.250,79","R$ 16.638,38","R$ 53.163,71","R$ 0,00","R$ 0,00","R$ 0,00","R$ 102.052,88",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
350,6,31108,CLIENTE 6,394454624050,78905,20220223,8,"R$ 38.418,90",1691,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,542681,2,Original,0,20241227,"R$ 76.961,47","R$ 20.178,31","R$ 41.262,41","R$ 0,00","R$ 0,00","R$ 0,00","R$ 138.402,19",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa está aplicada corretamente.
350,6,31108,CLIENTE 6,394454624050,78905,20220223,8,"R$ 38.418,90",1691,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,542681,3,Original,0,20231206,"R$ 52.739,41","R$ 81.948,39","R$ 8.695,78","R$ 0,00","R$ 0,00","R$ 0,00","R$ 143.383,58",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
350,6,31108,CLIENTE 6,394454624050,78905,20220223,8,"R$ 38.418,90",1691,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,542681,4,Original,0,20221126,"R$ 95.772,33","R$ 7.034,24","R$ 85.972,06","R$ 0,00","R$ 0,00","R$ 0,00","R$ 188.778,63",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
350,6,31108,CLIENTE 6,394454624050,78905,20220223,8,"R$ 38.418,90",1691,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,542681,5,Original,0,20220325,"R$ 84.251,51","R$ 5.410,75","R$ 77.865,65","R$ 0,00","R$ 0,00","R$ 0,00","R$ 167.527,91",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
350,6,31108,CLIENTE 6,394454624050,78905,20220223,8,"R$ 38.418,90",1691,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,542681,6,Original,0,20221217,"R$ 57.374,13","R$ 93.619,08","R$ 998,23","R$ 0,00","R$ 0,00","R$ 0,00","R$ 151.991,44",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
350,6,31108,CLIENTE 6,394454624050,78905,20220223,8,"R$ 38.418,90",1691,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,542681,7,Original,0,20220623,"R$ 76.907,82","R$ 71.322,18","R$ 77.701,51","R$ 0,00","R$ 0,00","R$ 0,00","R$ 225.931,51",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
350,6,31108,CLIENTE 6,394454624050,78905,20220223,8,"R$ 38.418,90",1691,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,542681,8,Original,0,20230525,"R$ 94.401,55","R$ 89.456,48","R$ 76.449,46","R$ 0,00","R$ 0,00","R$ 0,00","R$ 260.307,49",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
350,6,31108,CLIENTE 6,394454624050,78905,20220223,8,"R$ 38.418,90",1691,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,542681,9,Original,0,20220512,"R$ 29.743,65","R$ 97.976,72","R$ 56.476,33","R$ 0,00","R$ 0,00","R$ 0,00","R$ 184.196,70",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1168,49,61378,CLIENTE 7,319123650392,443799,20230804,2,"R$ 79.551,55",1954,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,314465,2,Original,0,20221022,"R$ 48.531,61","R$ 38.627,17","R$ 49.389,89","R$ 0,00","R$ 0,00","R$ 0,00","R$ 136.548,67",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa não está aplicada corretamente.
1168,49,61378,CLIENTE 7,319123650392,443799,20230804,2,"R$ 79.551,55",1954,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,314465,3,Original,0,20231228,"R$ 48.976,57","R$ 69.820,06","R$ 64.578,51","R$ 0,00","R$ 0,00","R$ 0,00","R$ 183.375,14",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa não está aplicada corretamente.
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,"R$ 10.098,59",482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,2,Original,0,20221003,"R$ 4.660,29","R$ 2.087,00","R$ 72.535,99","R$ 0,00","R$ 0,00","R$ 0,00","R$ 79.283,28",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa não está aplicada corretamente.
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,"R$ 10.098,59",482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,3,Original,0,20220501,"R$ 48.121,78","R$ 87.599,87","R$ 32.447,72","R$ 0,00","R$ 0,00","R$ 0,00","R$ 168.169,37",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,"R$ 10.098,59",482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,4,Original,0,20221203,"R$ 62.355,20","R$ 25.814,16","R$ 34.178,38","R$ 0,00","R$ 0,00","R$ 0,00","R$ 122.347,74",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,"R$ 10.098,59",482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,5,Original,0,20230323,"R$ 40.612,86","R$ 49.700,50","R$ 15.354,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 105.667,75",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,"R$ 10.098,59",482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,6,Original,0,20220901,"R$ 43.452,61","R$ 35.545,70","R$ 19.037,70","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98.036,01",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,"R$ 10.098,59",482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,7,Original,0,20220613,"R$ 56.473,79","R$ 86.517,69","R$ 20.747,88","R$ 0,00","R$ 0,00","R$ 0,00","R$ 163.739,36",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,"R$ 10.098,59",482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,8,Original,0,20220702,"R$ 51.319,37","R$ 35.488,63","R$ 13.984,44","R$ 0,00","R$ 0,00","R$ 0,00","R$ 100.792,44",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
230,21,30623,CLIENTE 8,449687639633,695456,20240408,8,"R$ 10.098,59",482,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,413041,9,Original,0,20220222,"R$ 72.391,49","R$ 8.261,21","R$ 14.915,66","R$ 0,00","R$ 0,00","R$ 0,00","R$ 95.568,36",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,"R$ 20.198,69",695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,2,Original,0,20220121,"R$ 91.978,67","R$ 66.886,93","R$ 9.483,28","R$ 0,00","R$ 0,00","R$ 0,00","R$ 168.348,88",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,"R$ 20.198,69",695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,3,Original,0,20230326,"R$ 71.784,33","R$ 79.344,73","R$ 71.769,04","R$ 0,00","R$ 0,00","R$ 0,00","R$ 222.898,10",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,"R$ 20.198,69",695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,4,Original,0,20230820,"R$ 94.082,74","R$ 50.174,92","R$ 66.610,84","R$ 0,00","R$ 0,00","R$ 0,00","R$ 210.868,50",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,"R$ 20.198,69",695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,5,Original,0,20220511,"R$ 91.020,26","R$ 33.598,67","R$ 84.115,40","R$ 0,00","R$ 0,00","R$ 0,00","R$ 208.734,33",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,"R$ 20.198,69",695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,6,Original,0,20221216,"R$ 51.239,39","R$ 75.229,57","R$ 6.163,54","R$ 0,00","R$ 0,00","R$ 0,00","R$ 132.632,50",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1479,22,91476,CLIENTE 9,357114417821,164244,20230526,6,"R$ 20.198,69",695,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,709327,7,Original,0,20230305,"R$ 569,10","R$ 11.113,73","R$ 19.118,48","R$ 0,00","R$ 0,00","R$ 0,00","R$ 30.801,31",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa não está aplicada corretamente.
1428,33,61188,CLIENTE 10,513362970403,180651,20231001,3,"R$ 50.393,18",1830,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,430554,2,Original,0,20231115,"R$ 47.197,38","R$ 80.361,25","R$ 55.998,70","R$ 0,00","R$ 0,00","R$ 0,00","R$ 183.557,33",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa não está aplicada corretamente.
1428,33,61188,CLIENTE 10,513362970403,180651,20231001,3,"R$ 50.393,18",1830,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,430554,3,Original,0,20220522,"R$ 62.607,93","R$ 62.451,04","R$ 11.900,14","R$ 0,00","R$ 0,00","R$ 0,00","R$ 136.959,11",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1428,33,61188,CLIENTE 10,513362970403,180651,20231001,3,"R$ 50.393,18",1830,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,430554,4,Original,0,20231205,"R$ 42.730,28","R$ 53.294,62","R$ 10.928,27","R$ 0,00","R$ 0,00","R$ 0,00","R$ 106.953,17",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,"R$ 42.372,64",599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,2,Original,0,20230222,"R$ 44.616,91","R$ 45.062,79","R$ 76.709,36","R$ 0,00","R$ 0,00","R$ 0,00","R$ 166.389,06",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,"R$ 42.372,64",599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,3,Original,0,20220513,"R$ 71.777,88","R$ 84.330,46","R$ 99.986,27","R$ 0,00","R$ 0,00","R$ 0,00","R$ 256.094,61",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,"R$ 42.372,64",599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,4,Original,0,20231024,"R$ 4.891,68","R$ 33.017,11","R$ 28.351,34","R$ 0,00","R$ 0,00","R$ 0,00","R$ 66.260,13",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa não está aplicada corretamente.
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,"R$ 42.372,64",599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,5,Original,0,20220424,"R$ 28.136,79","R$ 87.971,31","R$ 40.838,49","R$ 0,00","R$ 0,00","R$ 0,00","R$ 156.946,59",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,"R$ 42.372,64",599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,6,Original,0,20230212,"R$ 38.612,33","R$ 78.913,71","R$ 11.460,72","R$ 0,00","R$ 0,00","R$ 0,00","R$ 128.986,76",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
413,4,70842,CLIENTE 11,946598450311,764939,20240306,6,"R$ 42.372,64",599,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,106098,7,Original,0,20240513,"R$ 26.582,95","R$ 75.049,33","R$ 98.882,44","R$ 0,00","R$ 0,00","R$ 0,00","R$ 200.514,72",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa não está aplicada corretamente.
1990,29,11500,CLIENTE 12,293396464352,244864,20220720,5,"R$ 25.397,14",954,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,393547,2,Original,0,20221104,"R$ 4.626,54","R$ 38.586,51","R$ 50.397,14","R$ 0,00","R$ 0,00","R$ 0,00","R$ 93.610,19",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa não está aplicada corretamente.
1990,29,11500,CLIENTE 12,293396464352,244864,20220720,5,"R$ 25.397,14",954,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,393547,3,Original,0,20230609,"R$ 62.264,46","R$ 92.952,60","R$ 45.420,09","R$ 0,00","R$ 0,00","R$ 0,00","R$ 200.637,15",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
1990,29,11500,CLIENTE 12,293396464352,244864,20220720,5,"R$ 25.397,14",954,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,393547,4,Original,0,20240924,"R$ 50.524,71","R$ 52.143,35","R$ 56.238,44","R$ 0,00","R$ 0,00","R$ 0,00","R$ 158.906,50",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa está aplicada corretamente.
1990,29,11500,CLIENTE 12,293396464352,244864,20220720,5,"R$ 25.397,14",954,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,393547,5,Original,0,20241105,"R$ 16.026,48","R$ 37.347,45","R$ 16.089,05","R$ 0,00","R$ 0,00","R$ 0,00","R$ 69.462,98",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa está aplicada corretamente.
1990,29,11500,CLIENTE 12,293396464352,244864,20220720,5,"R$ 25.397,14",954,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,393547,6,Original,0,20220404,"R$ 81.547,36","R$ 79.788,09","R$ 8.108,58","R$ 0,00","R$ 0,00","R$ 0,00","R$ 169.444,03",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
222,13,36052,CLIENTE 13,984073507745,44358,20230406,7,"R$ 74.155,17",332,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,832128,2,Original,0,20240928,"R$ 1.348,15","R$ 71.397,08","R$ 49.576,17","R$ 0,00","R$ 0,00","R$ 0,00","R$ 122.321,40",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações não é coerente.,A multa está aplicada corretamente.
222,13,36052,CLIENTE 13,984073507745,44358,20230406,7,"R$ 74.155,17",332,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,832128,3,Original,0,20240808,"R$ 63.968,24","R$ 25.656,09","R$ 97.888,85","R$ 0,00","R$ 0,00","R$ 0,00","R$ 187.513,18",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa está aplicada corretamente.
222,13,36052,CLIENTE 13,984073507745,44358,20230406,7,"R$ 74.155,17",332,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,832128,4,Original,0,20231106,"R$ 62.180,31","R$ 59.527,89","R$ 58.634,75","R$ 0,00","R$ 0,00","R$ 0,00","R$ 180.342,95",Aberta,Vencida,O documento de cnpj informado não é válido,O valor das prestações é coerente.,A multa não está aplicada corretamente.
